duration_scaled,frequency_change_scaled,direction_scaled
0.127,1089.79,720.849
0.149,2836.08,863.371
0.133,2520.96,825.949
0.13,1549.34,995.673
0.135,2455.31,932.11
0.117,1877.59,959.919
0.09,1969.5,375.618
0.127,2297.75,914.468
0.141,1365.52,1093.2
0.125,1024.14,993.597
0.125,1155.44,852.749
0.138,2678.52,-739.281
0.138,1509.95,1006.251
0.072,1982.63,-231.832
0.143,1588.73,514.779
0.133,1129.18,30.744
0.143,1549.34,833.318
0.122,971.62,805.051
0.143,3124.94,569.5
0.122,2310.88,875.608
0.151,1536.21,870.752
0.101,2232.1,-2.375
0.098,1299.87,697.909
0.114,1825.07,-312.136
0.141,3085.55,545.188
0.133,1798.81,869.103
0.127,1746.29,807.861
0.159,1444.3,278.835
0.135,2008.89,1038.201
0.138,2166.45,-1772.393
0.141,1601.86,98.718
0.154,1903.85,986.528
0.114,3046.16,440.545
0.135,2520.96,948.732
0.138,1916.98,879.856
0.135,2074.54,880.228
0.13,3111.81,605.27
0.114,3151.2,299.765
0.135,1207.96,925.44
0.127,2376.53,801.562
0.133,1588.73,1195.131
0.146,1365.52,1086.559
0.096,656.5,-315.456
0.127,656.5,-264.456
0.135,1234.22,1067.969
0.117,1313,-171.099
0.127,761.54,963.599
0.151,984.75,339.149
0.13,682.76,-264.683
0.154,997.88,1092.678
0.165,2074.54,647.671
0.157,1326.13,1176.955
0.146,682.76,1026.682
0.127,722.15,715.577
0.117,997.88,838.145
0.149,1352.39,-359.828
0.125,1536.21,1045.711
0.146,1299.87,1249.557
0.125,1404.91,-329.679
0.122,905.97,-249.944
0.13,1536.21,1144.396
0.127,1890.72,-175.906
0.133,984.75,90.922
0.138,840.32,512.724
0.135,1995.76,-286.171
0.143,1378.65,964.949
0.127,1930.11,1275.865
0.13,2534.09,956.083
0.125,1168.57,383.052
0.167,2310.88,887.293
0.125,1168.57,953.701
0.122,1378.65,575.239
0.106,2520.96,684.322
0.133,1667.51,1104.36
0.133,1102.92,911.432
0.135,1431.17,671.971
0.127,2310.88,591.237
0.135,2626,763.271
0.122,1089.79,889.609
0.141,2927.99,825.744
0.13,1011.01,892.704
0.119,1444.3,900.272
0.114,1483.69,1004.593
0.119,2192.71,885.447
0.141,2205.84,-51.441
0.119,603.98,270.782
0.146,1667.51,1033.171
0.109,905.97,-375.208
0.127,1995.76,246.624
0.111,1811.94,-183.184
0.141,1601.86,682.989
0.111,1116.05,-267.863
0.149,1076.66,160.832
0.104,2153.32,-141.587
0.106,735.28,-194.876
0.141,1969.5,973.497
0.13,1575.6,346.581
0.111,1142.31,-131.735
0.138,1286.74,412.104
0.13,1365.52,127.99
0.106,1483.69,-209.482
0.135,1601.86,232.404
0.133,1024.14,-145.7
0.146,1168.57,13.726
0.104,1798.81,466.071
0.143,1142.31,211.6
0.133,2875.47,680.455
0.13,1155.44,113.478
0.135,1431.17,427.607
0.117,1089.79,-84.537
0.098,1706.9,-299.109
0.122,879.71,-59.246
0.096,1352.39,-116.628
0.111,1851.33,309.051
0.151,1418.04,715.448
0.125,2520.96,398.231
0.104,2008.89,518.319
0.125,1313,879.455
0.133,2520.96,708.598
0.104,1313,647.441
0.127,1155.44,865.301
0.125,1536.21,718.425
0.143,1509.95,882.667
0.138,1903.85,919.655
0.133,1076.66,-146.916
0.13,2140.19,973.229
0.127,2074.54,724.255
0.143,1982.63,948.152
0.143,1680.64,-133.375
0.149,2796.69,950.022
0.122,1536.21,862.744
0.13,1483.69,1061.742
0.159,1851.33,945.377
0.127,1391.78,807.137
0.117,1509.95,996.792
0.127,1798.81,470.606
0.143,1720.03,734.927
0.127,2087.67,850.191
0.109,1733.16,-291.838
0.13,1142.31,-26.26
0.111,1326.13,587.842
0.13,2862.34,683.667
0.082,2113.93,476.552
0.127,1273.61,627.547
0.133,1286.74,-221.685
0.106,1378.65,-310.906
0.093,1168.57,492.952
0.111,1523.08,-376.618
0.125,1746.29,997.307
0.141,1063.53,886.436
0.119,1102.92,-33.035
0.141,1234.22,1000.046
0.117,827.19,-366.467
0.13,1628.12,-44.381
0.119,2179.58,836.331
0.13,997.88,258.747
0.154,1365.52,978.586
0.135,1063.53,486.738
0.138,1142.31,251.437
0.146,2849.21,801.087
0.109,1155.44,695.96
0.093,984.75,-132.331
0.162,1142.31,569.49
0.101,1142.31,-366.998
0.135,1339.26,-163.238
0.159,1273.61,345.439
0.135,1628.12,1090.048
0.117,1037.27,-199.376
0.135,1326.13,-369.758
0.122,1063.53,420.849
0.125,1444.3,1142.242
0.135,1706.9,1121.525
0.125,1654.38,-352.875
0.138,1444.3,798.272
0.141,1706.9,-210.94
0.146,1851.33,488.859
0.117,1536.21,-338.378
0.101,1982.63,-256.566
0.117,1549.34,-318.781
0.093,1825.07,186.796
0.141,1050.4,16.376
0.096,1798.81,138.155
0.119,1588.73,998.625
0.125,1903.85,-62.03
0.125,2205.84,917.281
0.106,1588.73,-333.174
0.135,997.88,1149.981
0.141,1720.03,-516.128
0.114,3138.07,254.739
0.135,1680.64,1074.73
0.133,1089.79,935.928
0.143,1352.39,940.304
0.146,1076.66,1115.656
0.069,1509.95,-81.73
0.138,892.84,133.424
0.143,1890.72,880.369
0.13,1549.34,918.452
0.13,1339.26,967.578
0.151,1693.77,1069.016
0.154,1194.83,452.518
0.154,1089.79,934
0.13,1273.61,248.009
0.162,1391.78,1037.258
0.098,1588.73,-344.016
0.122,866.58,959.311
0.069,2297.75,-663.881
0.125,853.45,752.502
0.133,1418.04,962.596
0.125,1864.46,927.813
0.085,1588.73,-245.137
0.119,1194.83,701.915
0.125,1076.66,872.691
0.13,1903.85,1187.249
0.058,2087.67,60.383
0.109,1601.86,-364.057
0.125,853.45,1157.544
0.135,1733.16,1042.069
0.158,5418.717,555.954
0.229,4267.683,-549.087
0.138,5277.051,341.979
0.158,5330.176,26.175
0.177,4905.179,564.24
0.215,4958.303,-381.678
0.229,5153.094,-260.676
0.239,5330.176,140.453
0.162,4763.513,-519.456
0.138,3506.229,228.348
0.32,4320.807,-281.691
0.272,3948.934,-504.03
0.134,5542.675,-98.252
0.148,5170.802,-104.991
0.129,4515.598,336.194
0.134,4285.391,226.349
0.167,5843.715,-51.736
0.191,4905.179,295.834
0.248,4604.139,69.738
0.119,4303.099,216.757
0.119,3824.977,-12.296
0.258,4728.096,-264.619
0.243,4816.638,-112.356
0.158,5153.094,-181.354
0.344,4019.767,-223.907
0.243,5401.009,547.119
0.22,4852.054,-295.581
0.148,5507.258,-428.942
0.167,5241.635,472.716
0.124,5046.844,-69.822
0.167,5524.967,220.463
0.224,4692.68,-99.332
0.224,4196.85,-187.933
0.201,5436.425,117.407
0.167,5666.632,-90.031
0.181,4551.014,0.167
0.205,5223.927,127.39
0.291,5029.136,-437.681
0.301,5259.343,-157.228
0.53,1770.823,-1324.626
0.334,5294.76,-104.905
0.258,5188.51,-72.687
0.258,4551.014,-486.214
0.511,2549.985,-1119.028
0.253,4303.099,-353.59
0.315,3824.977,-444.12
0.253,5099.969,-407.107
0.291,3860.393,-257.955
0.286,4427.057,-190.815
0.267,4072.892,261.434
0.277,4090.6,-19.156
0.291,743.746,-852.631
0.239,4905.179,-646.229
0.516,2390.611,-791.789
0.501,1930.197,-1061.327
0.492,2815.608,-1184.023
0.32,4002.059,-20.563
0.53,4922.887,-617.647
0.315,5188.51,-965.127
0.234,5046.844,-480.052
0.501,3913.518,-949.991
0.42,1044.785,-58.772
0.282,5241.635,-182.61
0.463,3134.356,277.114
0.21,5135.386,-660.847
0.215,4781.221,-566.773
0.368,5312.468,-257.109
0.501,2284.361,-739.395
0.501,2284.361,-631.389
0.263,5347.884,-771.812
0.382,2851.024,35.611
0.516,4940.595,-735.551
0.449,5241.635,-357.71
0.487,3293.73,-866.984
0.535,5188.51,-353.245
0.463,4958.303,-769.5
0.563,5011.428,-336.053
0.535,3028.107,-734.821
0.277,1381.242,-246.462
0.53,4497.889,-783.92
0.492,2851.024,-1152.121
0.52,3771.852,-554.121
0.544,2656.234,-836.74
0.539,4905.179,-833.219
0.501,1947.905,-1116.545
0.525,5153.094,-807.295
0.363,1027.077,-815.63
0.263,4002.059,-816.494
0.525,1859.364,-1555.729
0.406,4940.595,-288.043
0.52,4657.264,-719.515
0.272,5029.136,-449.215
0.539,5206.219,-551.136
0.258,4692.68,-378.075
0.516,4303.099,-555.675
0.535,4976.012,-137.515
0.272,4798.929,-446.474
0.554,5099.969,-112.828
0.439,4958.303,-594.23
0.267,4869.762,-241.617
0.454,5259.343,-378.544
0.162,4108.308,-643.02
0.539,4958.303,-802.266
0.463,5259.343,-272.156
0.549,1823.947,-1430.98
0.516,5241.635,-818.222
0.501,5064.553,113.268
0.181,4285.391,629.864
0.138,4196.85,472.034
0.138,3736.436,692.304
0.153,4586.431,739.211
0.186,3931.226,797.192
0.138,2195.82,354.894
0.277,1115.618,-513.556
0.138,3329.147,272.705
0.258,4285.391,524.644
0.153,5223.927,544.16
0.339,3878.102,-193.902
0.172,4232.266,929.659
0.177,3842.685,716.071
0.167,4462.473,-6.03
0.148,4373.932,823.798
0.406,3966.643,303.455
0.172,5613.508,797.41
0.134,3948.934,506.395
0.153,4214.558,-324.904
0.344,2780.192,339.228
0.129,2266.653,618.637
0.148,3063.523,753.269
0.267,3665.603,-15.91
0.148,3010.398,878.628
0.134,4692.68,555.063
0.162,3205.189,752.957
0.143,3966.643,584.402
0.153,4444.765,620.063
0.158,4639.555,674.385
0.148,5135.386,116.347
0.172,4480.181,867.27
0.158,5277.051,483.758
0.158,3577.062,487.802
0.158,4976.012,141.115
0.358,1664.573,59.707
0.248,3842.685,-185.986
0.158,2160.404,680.242
0.148,2496.86,870.043
0.172,4126.017,971.856
0.162,4976.012,802.017
0.191,4462.473,968.394
0.177,5578.091,614.682
0.158,4373.932,-349.435
0.167,4869.762,133.748
0.158,4285.391,363.594
0.134,2638.526,375.74
0.134,2673.942,541.871
0.153,4905.179,584.617
0.167,4126.017,462.242
0.162,4285.391,746.607
0.153,4320.807,559.854
0.158,5418.717,478.205
0.162,4621.847,857.022
0.186,4444.765,878.102
0.167,3736.436,1009.922
0.148,4887.47,167.202
0.153,4922.887,656.178
0.162,5170.802,908.154
0.186,2833.316,636.976
0.138,3683.311,988.898
0.138,3789.56,680.089
0.158,4214.558,679.566
0.148,4409.348,-331.867
0.153,3878.102,475.091
0.162,4002.059,677.643
0.162,2603.109,600.488
0.153,3736.436,471.58
0.181,4551.014,555.98
0.162,5365.593,348.851
0.153,5436.425,313.433
0.153,5578.091,377.24
0.177,1823.947,868.021
0.177,3276.022,895.916
0.172,4409.348,341.994
0.172,3931.226,659.515
0.134,2957.274,858.004
0.143,4745.805,1085.989
0.119,4462.473,362.543
0.143,2603.109,819.076
0.162,2284.361,856.361
0.172,4409.348,931.709
0.115,5507.258,325.172
0.181,5401.009,534.351
0.162,4728.096,746.95
0.148,1629.157,939.911
0.124,4427.057,1417.33
0.177,4427.057,517.62
0.196,4019.767,340.097
0.186,2603.109,674.654
0.162,4621.847,715.608
0.143,5046.844,786.486
0.201,3736.436,698.521
0.148,5099.969,775.086
0.167,2957.274,952.955
0.162,4356.224,1032.73
0.181,3559.353,848.991
0.153,5099.969,509.435
0.153,5932.256,850.657
0.181,5436.425,519.981
0.153,4391.64,630.63
0.167,4214.558,232.228
0.138,3559.353,382.665
0.158,5135.386,374.607
0.181,4462.473,860.235
0.186,4338.515,679.525
0.167,3913.518,617.413
0.181,2974.982,646.298
0.153,2585.401,1297.553
0.167,3842.685,746.035
0.143,5294.76,612.908
0.153,4409.348,936.007
0.138,4922.887,328.503
0.167,5772.882,649.402
0.158,5401.009,629.397
0.086,4249.974,578.619
0.129,5223.927,383.54
0.153,4427.057,365.251
0.158,3984.351,661.749
0.134,5312.468,468.551
0.162,4409.348,513.179
0.167,4249.974,993.365
0.115,4055.184,79.885
0.134,5454.134,149.473
0.153,4798.929,107.673
0.162,5985.38,10.015
0.177,4905.179,812.259
0.196,5560.383,397.051
0.158,4692.68,732.889
0.129,3683.311,286.922
0.167,5843.715,547.679
0.143,4391.64,321.496
0.158,5666.632,509.883
0.153,4303.099,276.72
0.153,4993.72,796.754
0.129,3948.934,384.644
0.153,5082.261,368.454
0.119,4816.638,311.181
0.177,5719.757,44.82
0.124,4285.391,28.985
0.138,4674.972,614.927
0.143,4515.598,694.588
0.148,3771.852,622.185
0.124,3470.812,382.381
0.158,5542.675,479.623
0.138,3701.019,400.898
0.153,6197.879,841.971
0.148,4852.054,525.805
0.167,4533.306,343.209
0.163,4285.391,477.395
0.205,3665.603,241.157
0.171,4497.889,907.87
0.188,4781.221,652.548
0.172,5418.717,620.747
0.188,4621.847,834.666
0.162,5631.216,856.902
0.175,3948.934,571.377
0.155,4852.054,691.81
0.155,3966.643,991.54
0.155,3523.937,717.439
0.134,5135.386,414.707
0.175,5312.468,-446.217
0.163,4214.558,907.893
0.175,5277.051,159.734
0.125,4568.722,202.914
0.158,5383.301,519.045
0.177,5082.261,595.269
0.155,5029.136,-118.809
0.188,5082.261,-132.908
0.171,3541.645,831.002
0.158,4373.932,57.359
0.162,4444.765,897.231
0.138,4657.264,189.455
0.129,5153.094,103.316
0.143,5383.301,465.473
0.167,1930.197,603.005
0.167,5029.136,617.059
0.115,4692.68,85.635
0.142,4657.264,550.1
0.138,4480.181,467.88
0.186,5082.261,761.148
0.162,4834.346,777.464
0.167,4940.595,600.161
0.184,3683.311,597.107
0.159,4692.68,494.493
0.142,4462.473,535.477
0.213,4126.017,943.121
0.167,3860.393,666.282
0.184,5365.593,218.076
0.163,3895.81,495.22
0.192,3931.226,51.116
0.159,4551.014,708.284
0.184,5241.635,-42.382
0.138,4126.017,718.97
0.175,2248.945,142.195
0.171,4922.887,-370.374
0.104,5454.134,-540.988
0.184,5011.428,471.729
0.184,3913.518,652.833
0.125,4126.017,582.221
0.184,4143.725,717.466
0.167,1912.488,446.891
0.129,5436.425,-110.096
0.15,4179.141,882.941
0.18,4090.6,-161.647
0.125,3736.436,425.987
0.163,3984.351,503.998
0.188,4055.184,879.501
0.138,5064.553,784.355
0.192,5046.844,186.899
0.184,4037.476,1015.792
0.175,4143.725,555.758
0.171,4958.303,-67.477
0.129,5170.802,263.325
0.171,4232.266,264.559
0.134,4798.929,788.404
0.159,3382.271,374.033
0.15,4710.388,428.908
0.159,4373.932,125.592
0.134,4674.972,461.55
0.18,4444.765,798.692
0.155,3293.73,-53.037
0.15,3824.977,328.457
0.159,5418.717,-207.211
0.171,4303.099,503.213
0.125,3028.107,245.112
0.142,4179.141,484.036
0.171,4745.805,-26.428
0.175,4072.892,732.535
0.155,3647.895,811.385
0.129,4958.303,785.444
0.171,4993.72,353.151
0.171,4852.054,461.193
0.167,4692.68,486.622
0.146,4444.765,606.469
0.129,4763.513,-68.735
0.171,4090.6,407.404
0.142,5099.969,435.086
0.15,4002.059,764.159
0.129,4940.595,590.588
0.171,5117.677,477.745
0.117,3240.605,210.672
0.15,4816.638,444.722
0.129,3771.852,265.541
0.167,5330.176,312.264
0.15,4657.264,-10.573
0.167,3895.81,800.274
0.159,4604.139,685.855
0.167,4798.929,966.749
0.113,4869.762,-244.001
0.171,4072.892,788.425
0.163,4621.847,681.091
0.159,5011.428,376.482
0.146,4798.929,379.408
0.104,4533.306,193.879
0.146,5719.757,-77.877
0.184,3771.852,660.857
0.163,4993.72,320.596
0.171,4639.555,460.95
0.171,4887.47,70.31
0.084,4586.431,-176.826
0.167,3506.229,498.143
0.142,5153.094,15.017
0.18,4710.388,-487.083
0.171,3169.773,257.739
0.15,4515.598,769.376
0.163,3594.77,478.917
0.129,2514.568,209.181
0.184,4497.889,259.189
0.171,4745.805,353.653
0.084,5170.802,107.39
0.18,3718.728,819.007
0.155,4887.47,427.952
0.15,4887.47,540.042
0.15,5135.386,578.418
0.184,5135.386,46.088
0.167,4568.722,147.789
0.163,5011.428,-230.908
0.201,5046.844,129.156
0.15,4993.72,-326.652
0.134,4852.054,607.039
0.217,4621.847,-195.92
0.188,5082.261,-260.702
0.146,4586.431,766.037
0.184,4887.47,458.506
0.142,5436.425,175.533
0.209,4674.972,-292.803
0.213,5082.261,-132.647
0.129,4940.595,-195.719
0.15,3984.351,197.486
0.196,4444.765,-327.502
0.15,4728.096,712.678
0.163,4391.64,249.518
0.209,5099.969,232.233
0.167,4090.6,512.374
0.175,4568.722,-147.458
0.125,4958.303,-175.823
0.121,3329.147,32.605
0.213,5277.051,181.074
0.192,4108.308,-469.222
0.142,4356.224,754.984
0.234,4604.139,-614.869
0.15,5223.927,604.424
0.171,4781.221,581.915
0.188,4320.807,209.187
0.175,4356.224,118.029
0.18,3789.56,636.112
0.175,3647.895,-217.628
0.188,4285.391,-14.15
0.134,4692.68,2.941
0.163,3878.102,821.285
0.175,4285.391,676.636
0.196,3789.56,581.714
0.113,4320.807,198.26
0.167,4444.765,287.77
0.167,3523.937,264.469
0.155,4338.515,-70.966
0.18,4958.303,526.751
0.175,5542.675,854.915
0.15,4143.725,21.894
0.121,4285.391,385.907
0.142,3860.393,439.499
0.159,4303.099,859.666
0.159,3824.977,245.605
0.15,4179.141,89.686
0.18,4161.433,-18.506
0.146,3453.104,449.196
0.18,4373.932,-89.572
0.18,4196.85,242.367
0.142,3878.102,334.621
0.196,4763.513,577.393
0.18,2815.608,417.849
0.184,2797.9,267.916
0.209,5029.136,-16.668
0.129,5135.386,-44.147
0.18,4551.014,378.254
0.171,4551.014,456.536
0.155,3010.398,261.256
0.159,3488.521,724.11
0.167,4657.264,802.736
0.142,3701.019,78.523
0.192,5294.76,155.933
0.18,5046.844,88.162
0.171,5365.593,385.265
0.146,4214.558,207.883
0.175,3913.518,590.307
0.334,4515.598,280.821
0.188,4427.057,60.171
0.129,4905.179,780.851
0.163,5418.717,366.672
0.15,4604.139,448.696
0.159,3701.019,-56.289
0.171,4391.64,677.565
0.18,4285.391,-307.11
0.175,3293.73,449.014
0.184,4586.431,714.897
0.163,3683.311,84.051
0.196,4674.972,55.368
0.167,2797.9,423.701
0.159,4568.722,180.31
0.18,4249.974,-131.976
0.188,4161.433,734.597
0.167,4427.057,500.654
0.192,4214.558,80.723
0.171,2549.985,642.576
0.167,4444.765,766.395
0.196,4692.68,677.104
0.171,4267.683,623.818
0.188,1664.573,-20.78
0.167,3860.393,-45.9
0.155,5117.677,157.943
0.192,3098.94,-159.064
0.121,4674.972,-117.529
0.15,4179.141,918.868
0.167,4356.224,745.642
0.171,4621.847,366.058
0.188,3931.226,175.037
0.18,4568.722,-61.898
0.138,4214.558,1363.099
0.192,4551.014,764.144
0.163,4462.473,-141.787
0.171,4303.099,186.06
0.175,3382.271,763.028
0.196,4427.057,269.572
0.163,4249.974,510.284
0.171,4320.807,849.042
0.171,4232.266,57.966
0.18,2319.778,292.757
0.159,4002.059,735.825
0.167,4002.059,807.217
0.159,5277.051,549.804
0.184,3842.685,158.868
0.18,5029.136,524.864
0.188,4232.266,72.542
0.155,3984.351,-241.615
0.125,4958.303,242.97
0.184,5436.425,-40.916
0.146,4515.598,-235.66
0.163,4604.139,506.926
0.155,4267.683,125.127
0.184,3258.314,490.765
0.167,3789.56,760.038
0.15,4710.388,-72.585
0.138,4409.348,-44.989
0.163,3488.521,-707.519
0.201,4002.059,-82.885
0.188,1664.573,275.528
0.175,5170.802,917.036
0.18,4409.348,50.636
0.18,3701.019,494.577
0.15,5064.553,144.682
0.201,3718.728,439.455
0.163,3771.852,-416.524
0.171,3577.062,3.836
0.159,4161.433,410.807
0.18,4356.224,704.913
0.322,3807.269,320.336
0.347,3878.102,-150.87
0.18,5046.844,390.872
0.167,5099.969,870.833
0.355,4533.306,211.322
0.192,5188.51,-289.722
0.171,4515.598,945.963
0.343,4604.139,-123.282
0.171,3647.895,29.507
0.171,3966.643,588.815
0.159,5029.136,308.436
0.129,4232.266,134.738
0.155,4391.64,-310.982
0.167,4072.892,-46.159
0.163,4674.972,288.289
0.288,3860.393,-446.889
0.175,4427.057,354.013
0.167,4834.346,604.48
0.146,4090.6,212.641
0.201,4852.054,540.531
0.134,5578.091,323.587
0.142,4586.431,1023.982
0.184,3559.353,-131.075
0.142,4409.348,-484.799
0.188,3860.393,523.52
0.18,5383.301,501.388
0.142,4551.014,248.181
0.167,4019.767,39.176
0.159,3240.605,180.432
0.192,4072.892,62.643
0.155,3860.393,495.238
0.146,3541.645,763.75
0.159,4816.638,310.683
0.18,3895.81,663.265
0.184,3276.022,219.565
0.18,4816.638,541.972
0.334,3293.73,274.091
0.167,3647.895,-40.835
0.184,4533.306,274.123
0.167,3860.393,234.128
0.184,4143.725,122.409
0.167,3701.019,420.498
0.159,4427.057,396.469
0.163,4320.807,517.065
0.163,3754.144,-25.597
0.167,4816.638,103.068
0.188,4887.47,312.149
0.175,3984.351,868.257
0.146,4745.805,-578.809
0.175,4019.767,888.308
0.201,3807.269,691.074
0.163,3081.231,-249.806
0.184,4391.64,718.007
0.175,3807.269,767.702
0.15,4037.476,619.53
0.163,4639.555,66.465
0.142,4391.64,-321.042
0.184,4161.433,-177.526
0.175,3382.271,110.566
0.184,4497.889,337.9
0.171,4338.515,426.114
0.167,4356.224,516.318
0.163,3417.688,667.222
0.167,4196.85,-33.974
0.18,4763.513,26.772
0.18,3577.062,795.676
0.171,4391.64,634.251
0.15,4568.722,156.931
0.159,2337.486,396.102
0.138,4037.476,434.921
0.159,5011.428,-258.865
0.184,3187.481,735.533
0.18,5153.094,141.069
0.113,4674.972,357.801
0.15,3647.895,601.301
0.18,4444.765,629.076
0.163,5241.635,1754.615
0.18,3134.356,-851.484
0.163,4763.513,518.196
0.163,4657.264,-374.282
0.159,2514.568,-274.593
0.146,4373.932,722.631
0.138,3081.231,598.358
0.121,3258.314,345.474
0.142,4533.306,374.704
0.184,2744.775,605.917
0.612,8032.894,-2422.93
0.599,10346.031,-1919.456
0.472,7654.381,-1921.65
0.676,6098.27,-3148.902
0.587,10430.145,-1376.285
0.689,9925.461,-2321.728
0.689,9546.947,-1915.828
0.459,12869.453,-1495.802
0.625,10598.373,-2473.992
0.523,10430.145,-2126.813
0.434,7444.096,-1894.037
0.612,5509.472,-3221.688
0.459,9462.833,-2292.643
0.574,6350.613,-2555.996
0.536,4752.445,-3605.64
0.587,4668.331,-3491.398
0.638,9673.119,-1535.14
0.561,5004.787,-3112.12
0.548,8074.951,-1992.132
0.434,10766.602,6.42
0.472,9546.947,-1919.497
0.663,8201.122,-1366.725
0.638,4289.818,-1957.34
0.676,8285.236,-1827.814
0.599,8663.75,-2391.916
0.217,10766.602,1114.168
0.599,8916.092,-1311.625
0.561,8159.065,-2004.887
0.446,9210.491,-1213.517
0.485,10850.716,-563.4
0.459,9210.491,-1300.47
0.753,3490.734,-1767.335
0.855,2565.479,-1101.609
0.906,9000.206,-197.864
0.625,8705.807,-2427.232
0.829,5004.787,-616.455
0.867,6266.499,-701.042
0.931,6014.156,-503.012
1.046,8117.008,-689.726
0.969,3322.506,-1398.325
0.217,11018.944,40.128
0.969,3658.962,-2180.347
1.301,2733.707,-1788.434
1.148,2901.936,-1621.46
1.276,3364.563,-1317.366
0.217,9462.833,-1012.913
1.237,4415.989,-827.958
1.008,4710.388,-523.688
0.816,4752.445,-1052.705
0.702,4710.388,-2243.866
